A,B,DISTANCE,STREET,ONEWAY,LINKID,TAZID,PATHGRP,TRK_RSTRCT,DISTEXCEPT,RAILSPD,HOV_LYEAR,LN_2015,LN_2019,LN19_2024,LN19_2030,LN19_2040,LN19_2050,LN19_2030UF,LN19_2040UF,LN19_2050UF,LN_P4_EOP3,LN_2040_T,TRN_2015,TRN_2019,TRN19_2024,TRN19_2030,TRN19_2040,TRN19_2050,TRN19_2030U,TRN19_2040U,TRN19_2050U,TN_P4_EOP3,TRN_EOP3,FT_2015,FT_2019,FT19_2024,FT19_2030,FT19_2040,FT19_2050,FT19_2030UF,FT19_2040UF,FT19_2050UF,FT_P4_EOP3,SFAC,CFAC,SCREN_SML,SCREN_MED,SCREN_LRG,SCREN_MPO,JEFF_EDIT,UDOT_FC,UDOTFCCODE,UDOT_AT,TYPE,PROJFLAG,PROJ_ID_N,GEOMETRYSO,GEOMETRY_1,SEGID,TRNSFSRC,JOINDIST,NEW,USE,REMOVE,SHAPE_LENG,GEOMETRY_2,GEOMETRY_3,SHAPE_LE_1,LN23_2028,TRN23_2028,FT23_2028,PASSLANE,SELGRP,LN23_2032,LN23_2042,LN23_2050,LN23_2032UF,LN23_2042UF,LN23_2050UF,TL23_2032,TL23_2042,TL23_2050,TL23_2032UF,TL23_2042UF,TL23_2050UF,PL23_2032,PL23_2042,PL23_2050,PL23_2032UF,PL23_2042UF,PL23_2050UF,FT23_2032,FT23_2042,FT23_2050,FT23_2032UF,FT23_2042UF,FT23_2050UF,LN_2023,FT_2023,TRN_2023,PL_2023,LN_TMP,TRN_TMP,FT_TMP,PL_TMP,PROJECT_NUM
"1615","1431",0.22288,SR-91,"2",1615_1431,"242","0","0","0","0","0","2","2","2","2","2","3","2","2","3","3","3","1","1","1","1","1","1","1","1","1","1","0","2","2","2","2","2","2","2","2","2","2",0.00,"0","0","0","0","0","0",Other Principal A,"3",Urban,Arterial,"1",58.0,"1","1",0091_028.9,NBSB_Hwy_SJ,1.49661,"1","1","0",1176.80713,"1","1",1176.80713,"2","1","2","0","0","2","2","2","2","2","2","1","1","1","1","1","1","0","0","0","0","0","0","2","2","2","2","2","2","2","2","1","0","2","1","2","0",
"1615","2381",0.16330,SR-91,"2",1615_2381,"242","0","0","0","0","0","2","2","2","2","2","3","2","2","3","3","3","1","1","1","1","1","1","1","1","1","1","0","2","2","2","2","2","2","2","2","2","2",0.00,"0","0","0","0","0","0",Other Principal A,"3",Urban,Arterial,"1",58.0,"1","1",0091_028.9,NBSB_Hwy_SJ,1.69553,"1","1","0",862.23993,"1","1",862.23993,"2","1","2","0","0","2","2","2","2","2","2","1","1","1","1","1","1","0","0","0","0","0","0","2","2","2","2","2","2","2","2","1","0","2","1","2","0",
"1616","255",0.20254,,"2",1616_253,"253","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Urban,,"0",0.0,"1","1",,,0.00000,"0","0","0",1069.39783,"1","1",1069.39783,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"1616","1198",0.15253,"1800","2",1616_1198,"253","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","4","0","4","4","4","4","4","4","4","4","4","4",0.00,"0","0","0","0","0","0",Major Collector,"5",Urban,Arterial,"0",0.0,"1","1",1264_000.8,EBWB_Hwy_SJ,0.46687,"1","1","0",805.38153,"1","1",805.38153,"1","0","4","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","4","4","4","4","4","4","1","4","0","0","1","0","4","0",
"1616","1241",0.12828,"1800","2",1616_1241,"242","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","4","0","4","4","4","4","4","4","4","4","4","4",0.00,"0","0","0","0","0","0",Major Collector,"5",Urban,Arterial,"0",0.0,"1","1",1264_000.8,EBWB_Hwy_SJ,3.20709,"1","1","0",677.30731,"1","1",677.30731,"1","0","4","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","4","4","4","4","4","4","1","4","0","0","1","0","4","0",
"1617","1430",0.24530,2200 N,"2",1617_1430,"236","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","4","0","5","5","5","5","5","5","5","5","5","5",0.00,"0","0","0","0","0","1",Minor Collector,"6",Urban,,"0",0.0,"1","1",1255_000.3,EBWB_Hwy_SJ,2.68356,"1","1","0",1295.19177,"1","1",1295.19177,"1","0","5","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","5","1","5","0","0","1","0","5","0",
"1617","2194",0.38942,400 E,"2",1617_2194,"236","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","6","6","6","6",0.00,"0","0","0","0","0","0",Local,"7",Urban,,"0",0.0,"1","1",,,0.00000,"0","2","0",2056.16260,"1","1",2056.16260,"1","0","6","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","1","6","0","0","1","0","6","0",
"1617","2195",0.49978,400 E,"2",1617_2195,"244","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","6","6","6","6",0.00,"0","0","0","0","0","0",Local,"7",Urban,,"0",0.0,"1","1",,,0.00000,"0","2","0",2638.82397,"1","1",2638.82397,"1","0","6","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","1","6","0","0","1","0","6","0",
"1617","2377",0.14527,2200 N,"2",1617_2377,"235","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","4","0","5","5","5","5","5","5","5","5","5","5",0.00,"0","0","0","0","0","1",Minor Collector,"6",Urban,,"0",0.0,"1","1",1255_000.3,EBWB_Hwy_SJ,0.07479,"1","1","0",767.00861,"1","1",767.00861,"1","0","5","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","5","1","5","0","0","1","0","5","0",
"1618","246",0.12703,,"2",1618_244,"244","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Urban,,"0",0.0,"1","1",,,0.00000,"0","0","0",670.73376,"1","1",670.73376,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"1618","247",0.13293,,"2",1618_245,"245","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Urban,,"0",0.0,"1","1",,,0.00000,"0","0","0",701.87073,"1","1",701.87073,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"1618","1301",0.21685,N 600 E,"2",1618_1301,"245","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","4","4","4","4","4","4","4","4","4","4",0.00,"0","0","0","0","0","0",Major Collector,"5",Urban,Arterial,"0",0.0,"1","1",1239_001.0,NBSB_Hwy_SJ,4.72323,"1","1","0",1144.94360,"1","1",1144.94360,"1","0","4","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","4","4","4","4","4","4","1","4","0","0","1","0","4","0",
"1618","1430",0.27745,N 600 E,"2",1618_1430,"245","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","4","4","4","4","4","4","4","4","4","4",0.00,"0","0","0","0","0","0",Major Collector,"5",Urban,Arterial,"0",0.0,"1","1",1239_001.0,NBSB_Hwy_SJ,5.91604,"1","1","0",1464.94568,"1","1",1464.94568,"1","0","4","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","4","4","4","4","4","4","1","4","0","0","1","0","4","0",
"1619","1316",0.30903,SR-237,"2",1619_1316,"245","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","3","0","3","3","3","3","3","3","3","3","3","3",0.00,"0","0","0","0","0","0",Minor Arterial,"4",Urban,Arterial,"0",0.0,"1","1",1267_001.4,NBSB_Hwy_SJ,3.42757,"1","1","0",1631.70154,"1","1",1631.70154,"1","0","3","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","3","3","3","3","3","3","1","3","0","0","1","0","3","0",
"1619","1429",0.18535,SR-237,"2",1619_1429,"245","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","3","0","3","3","3","3","3","3","3","3","3","3",0.00,"0","0","0","0","0","0",Minor Arterial,"4",Urban,Arterial,"0",0.0,"1","1",1267_001.4,NBSB_Hwy_SJ,4.17423,"1","1","0",978.66180,"1","1",978.66180,"1","0","3","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","3","3","3","3","3","3","1","3","0","0","1","0","3","0",
"1620","1425",0.24548,1200 E,"2",1620_1425,"249","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","1","1","0","4","4","4","4","4","4","4","4","4","4",0.00,"0","0","0","0","0","1",Major Collector,"5",Urban,Arterial,"0",4.0,"1","1",1242_001.1,NBSB_Hwy_SJ,0.32568,"1","1","0",1296.14795,"1","1",1296.14795,"1","0","4","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","4","4","4","4","4","4","1","4","0","0","1","0","4","0",
"1620","1623",0.50893,2100 N,"2",1620_1623,"249","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","6","6","6","6",0.00,"0","0","0","0","0","0",Local,"7",Urban,,"0",0.0,"1","1",,,0.00000,"0","2","0",2687.14795,"1","1",2687.14795,"1","0","6","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","1","6","0","0","1","0","6","0",
"1620","2371",0.09325,1200 E,"2",1620_2371,"248","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","1","1","0","4","4","4","4","4","4","4","4","4","4",0.00,"0","0","0","0","0","1",Major Collector,"5",Urban,Arterial,"0",4.0,"1","1",1242_001.1,NBSB_Hwy_SJ,0.27633,"1","1","0",492.34668,"1","1",492.34668,"1","0","4","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","4","4","4","4","4","4","1","4","0","0","1","0","4","0",
"1621","249",0.12411,,"2",1621_247,"247","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Urban,,"0",0.0,"1","1",,,0.00000,"0","0","0",655.31744,"1","1",655.31744,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"1621","259",0.24468,,"2",1621_257,"257","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Urban,,"0",0.0,"1","1",,,0.00000,"0","0","0",1291.93188,"1","1",1291.93188,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"1621","1316",0.31653,E 1800 N,"2",1621_1316,"247","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","4","0","5","5","5","5","5","5","5","5","5","5",0.00,"0","0","0","0","0","1",Minor Collector,"6",Urban,,"0",0.0,"1","1",1264_001.8,EBWB_Hwy_SJ,0.09723,"1","1","0",1671.25720,"1","1",1671.25720,"1","0","5","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","5","1","5","0","0","1","0","5","0",
"1621","1425",0.21254,E 1900 N,"2",1621_1425,"247","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","4","0","5","5","5","5","5","5","5","5","5","5",0.00,"0","0","0","0","0","1",Minor Collector,"6",Urban,,"0",0.0,"1","1",1264_001.8,EBWB_Hwy_SJ,0.41764,"1","1","0",1122.21045,"1","1",1122.21045,"1","0","5","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","5","1","5","0","0","1","0","5","0",
"1622","251",0.12503,,"2",1622_249,"249","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Urban,,"0",0.0,"1","1",,,0.00000,"0","0","0",660.15308,"1","1",660.15308,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"1622","260",0.22115,,"2",1622_258,"258","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Urban,,"0",0.0,"1","1",,,0.00000,"0","0","0",1167.68311,"1","1",1167.68311,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"1622","1425",0.24225,1900 N,"2",1622_1425,"258","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","4","0","5","5","5","5","5","5","5","5","5","5",0.00,"0","0","0","0","0","1",Minor Collector,"6",Urban,,"0",0.0,"1","1",1264_002.3,EBWB_Hwy_SJ,0.52583,"1","1","0",1279.06152,"1","1",1279.06152,"1","0","5","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","5","1","5","0","0","1","0","5","0",
"1622","1426",0.26585,1900 N,"2",1622_1426,"258","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","4","0","5","5","5","5","5","5","5","5","5","5",0.00,"0","0","0","0","0","1",Minor Collector,"6",Urban,,"0",0.0,"1","1",1264_002.3,EBWB_Hwy_SJ,2.10251,"1","1","0",1403.69177,"1","1",1403.69177,"1","0","5","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","5","1","5","0","0","1","0","5","0",
"1623","1426",0.24420,1600 East,"2",1623_1426,"249","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","4","0","4","4","4","4","4","4","4","4","4","4",0.00,"0","0","0","0","0","0",Major Collector,"5",Urban,Arterial,"0",0.0,"1","1",1268_000.5,NBSB_Hwy_SJ,2.58030,"1","1","0",1289.48820,"1","1",1289.48820,"1","0","4","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","4","4","4","4","4","4","1","4","0","0","1","0","4","0",R-142
"1623","1620",0.50893,2100 N,"2",1623_1620,"249","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","6","6","6","6",0.00,"0","0","0","0","0","0",Local,"7",Urban,,"0",0.0,"1","1",,,0.00000,"0","2","0",2687.14795,"1","1",2687.14795,"1","0","6","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","1","6","0","0","1","0","6","0",
"1623","2368",0.12340,1600 East,"2",1623_2368,"248","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","4","0","4","4","4","4","4","4","4","4","4","4",0.00,"0","0","0","0","0","0",Major Collector,"5",Urban,Arterial,"0",0.0,"1","1",1268_000.5,NBSB_Hwy_SJ,6.48050,"1","1","0",651.53350,"1","1",651.53350,"1","0","4","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","4","4","4","4","4","4","1","4","0","0","1","0","4","0",R-142
"1624","255",0.15079,,"2",1624_253,"253","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Urban,,"0",0.0,"1","1",,,0.00000,"0","0","0",796.15454,"1","1",796.15454,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"1624","1191",0.26091,SR-91,"2",1624_1191,"285","0","0","0","0","0","2","2","2","2","2","3","2","2","3","3","3","1","1","1","1","1","1","1","1","1","1","0","2","2","2","2","2","2","2","2","2","2",0.00,"0","0","0","0","0","0",Other Principal A,"3",Urban,Arterial,"1",58.0,"1","1",0091_028.4,NBSB_Hwy_SJ,0.96133,"1","1","0",1377.58337,"1","1",1377.58337,"2","1","2","0","0","2","2","2","2","2","2","1","1","1","1","1","1","0","0","0","0","0","0","2","2","2","2","2","2","2","2","1","0","2","1","2","0",
"1624","1198",0.25168,SR-91,"2",1624_1198,"285","0","0","0","0","0","2","2","2","2","2","3","2","2","3","3","3","1","1","1","1","1","1","1","1","1","1","0","2","2","2","2","2","2","2","2","2","2",0.00,"0","0","0","0","0","0",Other Principal A,"3",Urban,Arterial,"1",58.0,"1","1",0091_028.4,NBSB_Hwy_SJ,1.01991,"1","1","0",1328.88074,"1","1",1328.88074,"2","1","2","0","0","2","2","2","2","2","2","1","1","1","1","1","1","0","0","0","0","0","0","2","2","2","2","2","2","2","2","1","0","2","1","2","0",
"1625","255",0.14525,,"2",1625_253,"253","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Urban,,"0",0.0,"1","1",,,0.00000,"0","0","0",766.92944,"1","1",766.92944,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"1625","256",0.14934,,"2",1625_254,"254","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Urban,,"0",0.0,"1","1",,,0.00000,"0","0","0",788.53247,"1","1",788.53247,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"1625","1237",0.25659,200 East,"2",1625_1237,"253","0","0","0","0","0","1","1","1","1","1","2","1","1","2","2","2","0","0","0","0","0","1","0","0","1","1","0","3","3","3","3","3","3","3","3","3","3",0.00,"0","0","0","0","0","0",Minor Arterial,"4",Urban,Arterial,"1",8.0,"1","1",1232_001.8,NBSB_Hwy_SJ,0.95407,"1","1","0",1354.78442,"1","1",1354.78442,"1","0","3","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","3","3","3","3","3","3","1","3","0","0","1","0","3","0",
"1625","1241",0.25603,200 East,"2",1625_1241,"254","0","0","0","0","0","1","1","1","1","1","2","1","1","2","2","2","0","0","0","0","0","1","0","0","1","1","0","3","3","3","3","3","3","3","3","3","3",0.00,"0","0","0","0","0","0",Minor Arterial,"4",Urban,Arterial,"1",8.0,"1","1",1232_001.8,NBSB_Hwy_SJ,3.07107,"1","1","0",1351.83423,"1","1",1351.83423,"1","0","3","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","3","3","3","3","3","3","1","3","0","0","1","0","3","0",
"1626","258",0.15489,,"2",1626_256,"256","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Urban,,"0",0.0,"1","1",,,0.00000,"0","0","0",817.83038,"1","1",817.83038,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"1626","259",0.27199,,"2",1626_257,"257","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Urban,,"0",0.0,"1","1",,,0.00000,"0","0","0",1436.08923,"1","1",1436.08923,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"1626","1314",0.24170,SR-237,"2",1626_1314,"290","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","3","0","3","3","3","3","3","3","3","3","3","3",0.00,"0","0","0","0","0","0",Minor Arterial,"4",Urban,Arterial,"0",0.0,"1","1",1267_000.9,NBSB_Hwy_SJ,1.71099,"1","1","0",1276.19128,"1","1",1276.19128,"1","0","3","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","3","3","3","3","3","3","1","3","0","0","1","0","3","0",
"1626","1316",0.27699,SR-237,"2",1626_1316,"257","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","3","0","3","3","3","3","3","3","3","3","3","3",0.00,"0","0","0","0","0","0",Minor Arterial,"4",Urban,Arterial,"0",0.0,"1","1",1267_001.1,NBSB_Hwy_SJ,2.12926,"1","1","0",1462.51892,"1","1",1462.51892,"1","0","3","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","3","3","3","3","3","3","1","3","0","0","1","0","3","0",
"1627","257",0.15516,,"2",1627_255,"255","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Urban,,"0",0.0,"1","1",,,0.00000,"0","0","0",819.26410,"1","1",819.26410,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"1627","258",0.16105,,"2",1627_256,"256","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Urban,,"0",0.0,"1","1",,,0.00000,"0","0","0",850.35010,"1","1",850.35010,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"1627","1298",0.23116,N 600 E,"2",1627_1298,"288","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","4","4","4","4","4","4","4","4","4","4",0.00,"0","0","0","0","0","0",Major Collector,"5",Urban,Arterial,"0",9.0,"1","1",1239_000.5,NBSB_Hwy_SJ,0.89778,"1","1","0",1220.54199,"1","1",1220.54199,"1","0","4","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","4","4","4","4","4","4","1","4","0","0","1","0","4","0",
"1627","1301",0.28853,N 600 E,"2",1627_1301,"256","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","4","4","4","4","4","4","4","4","4","4",0.00,"0","0","0","0","0","0",Major Collector,"5",Urban,Arterial,"0",9.0,"1","1",1239_000.5,NBSB_Hwy_SJ,5.60213,"1","1","0",1523.43909,"1","1",1523.43909,"1","0","4","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","4","4","4","4","4","4","1","4","0","0","1","0","4","0",
"1628","1610",0.51440,Coleman Rd,"2",1628_1610,"776","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","6","6","6","6",0.00,"0","0","0","0","0","0",Local,"7",Rural,,"0",0.0,"1","1",,,0.00000,"0","2","0",2716.05664,"1","1",2716.05664,"1","0","6","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","1","6","0","0","1","0","6","0",
"1628","2041",0.27994,800 West,"2",1628_2041,"774","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","6","6","6","6","6","6","6","6","6","5",0.00,"0","0","0","0","0","0",Local,"7",Urban,,"0",0.0,"1","1",,,0.00000,"0","2","0",1478.06262,"1","1",1478.06262,"0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","0","6","0","0","0","0","6","0",
"1628","2042",0.26074,800 West,"2",1628_2042,"131","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","6","6","6","6","6","6","6","6","6","5",0.00,"0","0","0","0","0","0",Local,"7",Urban,,"0",0.0,"1","1",,,0.00000,"0","2","0",1376.69458,"1","1",1376.69458,"0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","0","6","0","0","0","0","6","0",
"1629","1372",0.26050,1600 East,"2",1629_1372,"258","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","4","0","4","4","4","4","4","4","4","4","4","4",0.00,"0","0","0","0","0","0",Major Collector,"5",Urban,Arterial,"0",0.0,"1","1",1268_000.0,NBSB_Hwy_SJ,0.79320,"1","1","0",1375.60670,"1","1",1375.60670,"1","0","4","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","4","4","4","4","4","4","1","4","0","0","1","0","4","0",R-142
"1629","1426",0.24800,1600 East,"2",1629_1426,"258","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","4","0","4","4","4","4","4","4","4","4","4","4",0.00,"0","0","0","0","0","0",Major Collector,"5",Urban,Arterial,"0",0.0,"1","1",1268_000.0,NBSB_Hwy_SJ,5.44870,"1","1","0",1309.42650,"1","1",1309.42650,"1","0","4","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","4","4","4","4","4","4","1","4","0","0","1","0","4","0",R-142
"1630","1140",0.51203,400 W,"2",1630_1140,"283","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","6","6","6","6",0.00,"0","0","0","0","0","0",Local,"7",Urban,,"0",0.0,"1","1",,,0.00000,"0","2","0",2703.51733,"1","1",2703.51733,"1","0","6","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","1","6","0","0","1","0","6","0",
